,Tweet,Emotion,Intensity
865,How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,sadness,2
866,@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,sadness,0
867,I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn,sadness,3
868,Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober,sadness,1
869,Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,sadness,0
870,"What we think, we become. -Buddha #recovery #addiction #sober #sobriety",sadness,0
871,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,sadness,0
872,@ChristianJMay @CityAM \nConfidence held up... despite constant and continual doom and gloom,sadness,2
873,I feel like an appendix. I don't have a purpose. #sad #depressed #depression #alone #lonely #broken #sadness #cry #hurt #crying #life,sadness,3
874,#Gratitude - recovery health love God conscious drive hope perseverance wealthy home kids SoCal #recoveryfit youthful #sober,sadness,0
875,Let's get drunk and tell each other things we're afraid to say when we're sober.,sadness,0
876,Some #people already talks about #Halloween \nYou'll get some #dark #music to go with it\n#gothic #bloody #HalloweenHorrorNights,sadness,0
877,"Well, I had hopes for today. No go. #unhappy",sadness,3
878,"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",sadness,3
879,Fellaini has been playing ahead of this guy...just let that sink in,sadness,0
880,@gurrie_j thanks for making me super sad about Pizza.  #freepizza,sadness,1
881,A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \nâ€• Winston S. Churchill #quote,sadness,0
882,"But what will complaining, pessimism, regret, and anger get you?",sadness,1
883,"if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him",sadness,1
884,Soooo badly want to dye my hair dark but have never been dark before soooo torn ðŸ˜­ðŸ˜­ðŸ˜­,sadness,1
885,The #sober equivalent of being in a #bar women's restroom is the #salon. Everyone compliments each other &amp; become friends. I love it,sadness,0
886,"@NikeSupport ok, thats it. After 2 weeks not being able to sign in, time to move on &amp; find another app. I will strongly discourage NikeRun",sadness,1
887,@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,sadness,2
888,@jenhasonen it is supposed to be #dark and #gritty though,sadness,0
889,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,sadness,0
890,@Dark_Intell Darius' article was what convinced me that the time and money I had sunk into the IGDA in past years was wasted. Good re-read.,sadness,1
891,â€œDyslexia is the affliction of a frozen genius.â€â€• Stephen Richards,sadness,0
892,Caballero's passing remains absolutely dreadful I see!,sadness,2
893,@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,sadness,2
894,"Itâ€™s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs.",sadness,3
895,"I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.",sadness,2
896,"@ycfcnick the city is famous for the shambles, sadly the old street in the centre plays second fiddle to the stadium debacle nowadays!",sadness,2
897,Feeling #gloomy,sadness,3
898,I'm too sober time to get shit faced,sadness,0
899,"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??",sadness,2
900,Cause fail or pass I refuse to be sober,sadness,2
901,the rappers who stayed true to the game is rich.,sadness,0
902,I told my therapist that I'm on the dance team and now she's unhappy with me.,sadness,1
903,"@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment.",sadness,0
904,"Sometimes I can't believe I've made it this far.169 days!! I threw out my demons n got #sober #clean, n started #recovery.#Sobriety is #2.",sadness,0
905,It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable ,sadness,2
906,@6itmap I can't help but feel melancholic!,sadness,3
907,I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers,sadness,2
908,a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late,sadness,1
909,"Sometimes it takes #sadness to know happiness, #noise to appreciate #silence and absence to value presence.",sadness,2
910,I've been loving you too long #OtisRedding #blues,sadness,0
911,"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success  #perfection #fortunate #mixed",sadness,1
912,I'm wearing yellow today to bring a little sunshine to this gloomy day #yourewelcome,sadness,0
913,@Hails_Berry8 @sajedhariri23 varsity pine riding,sadness,0
914,now playing yung fav song ni chavs #sober ðŸ˜‚,sadness,0
915,@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer,sadness,3
916,Wrinkles should merely hide where frown have been.  - Mark Twain,sadness,0
917,@CCGaryRoberts community policing!!!! What's that?? #lost,sadness,0
918,I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .,sadness,3
919,People are trying too hard to hate on Cam Newton without understanding his position ,sadness,0
920,Brad Pitt being investigated for child abuse?! this all just got really #dark,sadness,1
921,@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik,sadness,2
922,"Pussies - In the dark, they're all the same",sadness,0
923,"But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick",sadness,2
924,@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),sadness,0
925,@_JESSICAVIDAL_ Just pour it down the sink and let him drink you.,sadness,0
926,Removal regardless of cost a lamentable answer: ajvKSK,sadness,0
927,you never call me when your sober,sadness,2
928,@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.,sadness,1
929,"Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback",sadness,0
930,What day is it #lost,sadness,1
931,Very long day. Thank goodness for Bake Off to brighten up a weary Wednesday â˜º #GBBO,sadness,0
932,"No pessimist ever discovered the secret of the stars,or sailed to an uncharted land,or opened a new doorway for the human spirit.-H.Keller",sadness,0
933,"Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland",sadness,0
934,"@holly_lolly7 I just have serious respect for any man that can pull off a bun better than I can, like maybe they can teach me their ways.",sadness,0
935,"Playing at September 21, 2016 at 09:30PM: Demetria Taylor  #blues",sadness,0
936,@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???,sadness,0
937,@mypalalex but still your my favorite person in DF besides grim,sadness,0
938,"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",sadness,0
939,@d6vey you are grim mate,sadness,1
940,@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today,sadness,0
941,"LOL! @TheFrankJLopes was just awarded the â€œFâ€ bomb trophy on #AutoDealerLive, @RealMatKoenig :) #serious",sadness,0
942,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",sadness,3
943,@Aamnaa___ @drkarthik_n your per capita income is almost same like us. Gini Coefficient is very dismal. Ambitions are high but output Zero.,sadness,2
944,@mcjamie sadly. It's just.. Did the dude have to yell out the frogs name at the Clinton rally that one day. It changed everything,sadness,0
945,@mizzymaxx @Bsmarz22 @ssmik2309 haha Bro she's sadly married man ðŸ˜©ðŸ˜©,sadness,2
946,"@MarkedMurderer Orion's eyes narrowed as he gazed down at the girl, ice cold blues meeting a softer than usual green. His instinct told him-",sadness,0
947,@FantasyGuruSite I knew you were going to do that. I would definitely buy if I didn't live in Texas where you can't play DFS. ... so depress,sadness,2
948,lost 11 lbs since I got married (eating healthy) &amp; ive gone from a 9:47 mile to a 8:50 mile in 2 weeks. #areyousureimagedout #fitness,sadness,0
949,I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness,sadness,3
950,Back in the big time after selection last night. Absolutely buzzing. Bring on the roaches #SG16 #kickittomehigh #nswgaa #blues #statevstate,sadness,0
951,@iTriborg â€” make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful â€”,sadness,1
952,@TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.,sadness,3
953,Well i did hear once before that girls are attracted to men that look like their dad!  ðŸ‘Œ #serious,sadness,0
954,i wonder how a guy can broke his penis while having sex? #serious,sadness,0
955,@stevesingiser @POLITICO_Steve Put a damper on my mood.,sadness,2
956,I honestly feel nothing towards either of my parents and it's pretty depressing,sadness,3
957,@MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,sadness,3
958,"Carry on my wayward son, there'll be peace when you are done. Lay your weary head to rest. Don't you cry no more. #Supernatural",sadness,0
959,The weather sure matches the mood in this state today.. #gloomy,sadness,3
960,@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?),sadness,2
961,"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",sadness,2
962,@JohnVerdejo Mannn I can't count how many times I've had the '#PR's power grid needs some serious updating' conversation...,sadness,1
963,@brawl2099 See your primary care doctor. They can prescribe meds and refer you to a psychiatrist for eval. Don't mess with depression.,sadness,1
964,"If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo.",sadness,2
965,Did you know apples turn brown when a enzyme called polyphenol oxidase reacts with oxygen! Well I do #dull #applefacts ðŸ¤“ðŸ,sadness,0
966,@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!,sadness,1
967,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,sadness,0
968,"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan,  nd its really disappointing to see them play in ths dull boring way",sadness,2
969,Should of stayed in Dubai ðŸ˜ž,sadness,3
970,"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",sadness,2
971,Ok it really just sunk in that I'm seeing the ðŸ in a few hours.. wow ðŸ™„ðŸ™„,sadness,0
972,@jordan_grimmer If that's messin I can't wait to see #serious !! Brilliant stuff,sadness,0
973,@gagasklaine it's old sadly,sadness,2
974,I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor,sadness,0
975,I'm strong 'cause I'm weak\nI'm beautiful 'cause I know my flaws\nI'm fearless 'cause I've been afraid\nI can laugh 'cause I've known sadness..,sadness,1
976,@KurakkuSora he is.\nSure his mind was clouded but...],sadness,0
977,"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner.",sadness,1
978,Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.,sadness,1
979,Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #unhappy #depression #itnevergoes,sadness,3
980,"@redBus_in #unhappy with #redbus CC, when I talked with them before a week still they didn't initiate the refund of the transaction.",sadness,2
981,@SatansLezzie @gehrig38 @joesmith12431 @ejamesl I think he was huffing that pine tar they use for bat gripping.,sadness,0
982,@fpuebla3 @Osbaldo_A lost a friend too,sadness,2
983,*Sigh* #depression #saddness #afterellen #shitsucks,sadness,3
984,amateur author Twitter might be the most depressing thing I've ever seen,sadness,3
985,@gurrie_j thanks for making me super sad about Pizza. #sad #freepizza,sadness,1
986,"@X_KIMTAEHYUNG_X \nâ€” momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\n'I ran out to get you before â€”",sadness,2
987,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,sadness,2
988,This nigga doesn't even look for his real family ðŸ™„ðŸ˜‚ #sad,sadness,3
989,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,sadness,1
990,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions,sadness,3
991,Season 3 of penny dreadful is on Netflix...well my afternoon is filled,sadness,0
992,"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",sadness,2
993,when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :(,sadness,2
994,As I lost my heart to you there in the dark.. Underneath the stars ðŸŽ§,sadness,1
995,@laureeenwillam can't cope wi her sour face and tiny pout ðŸ˜¡ðŸ˜¡,sadness,2
996,F'n morons u23 SMFH can't just be lackadaisical,sadness,0
997,Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications,sadness,2
998,The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness,2
999,The last few weeks have been dreadful. opening up of old #wounds. the #gossip of others/evil that spill from thier lips #melancholy #sadnnes,sadness,3
1000,Life is too short so dont shoot it in with worries sadness and grief.,sadness,2
1001,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris,sadness,0
1002,Don't wanna go to work but I want the money #sad,sadness,3
1003,Just because I'm hurting \nDoesn't mean I'm hurt \nDoesn't mean I didn't get \nWhat I deserved \nNo better and no worse #lost  @coldplay,sadness,2
1004,I don't think it's fully sunk in that Val is gone yet,sadness,2
1005,Ghanaians don't need to wear black to mourn tho... They can just walk naked *dodges stones* Na joke naâ˜¹',sadness,0
1006,@everton_de_leon @sterushton Genuinely grim stuff. Over a century of history sold off by some porn baron twats for a minty new stadium. Urgh,sadness,2
1007,@littlebakaa @AlcohoIPorn give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;,sadness,0
1008,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats ,sadness,1
1009,Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock  #jam,sadness,0
1010,"@devrajasmine If you change the dark images both look different, but both look like they are in a forest.",sadness,1
1011,Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it ðŸ˜­ðŸ˜­ðŸ˜­,sadness,3
1012,Literally being here makes me depress tbh,sadness,3
1013,ah #lost #mah #train of thunk.,sadness,0
1014,I hope a goal comes soon on either side. Otherwise there is a serious threat of a dull and frustrating game. #COYS,sadness,1
1015,@BluesfestByron second artist announcement looking good #bluesfest2017 #blues #Music #byronbay,sadness,0
1016,Gaaaaaaaad! Should have stayed in London!,sadness,2
1017,watching this uni reveal is so depressing i miss stingrays :(,sadness,2
1018,"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",sadness,3
1019,I might even be on the verge of depression.,sadness,3
1020,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \nâ€• Ernest Hemingway #quote,sadness,1
1021,Rooney is 5 yards off the pace in a League Cup game against Northampton Town. Let that sink in for a moment. #MUFC,sadness,0
1022,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,sadness,2
1023,"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate #despair",sadness,3
1024,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,sadness,1
1025,@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. ,sadness,1
1026,@diamonde my heart just sunk.,sadness,3
1027,"#Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!",sadness,0
1028,lost my 244 day snapchat streak i'm done,sadness,1
1029,@kagehime3 I'm so starved for content I'd take it but I'd def pout about it (ÕŸàº´Í«àª˜ ÕŸàº´Í«),sadness,1
1030,I wouldn't wish anxiety and depression even on the worst of people. It's not fun. #anxiety #depression,sadness,3
1031,@TheSGJournal Step 1: Get rid of @LittleStokePark Step 2: Prioritise football Step 3: profit? #depressing,sadness,2
1032,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",sadness,0
1033,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",sadness,1
1034,Condolences to the  JC and the Georges family.. #sad,sadness,3
1035,as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging,sadness,2
1036,it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts,sadness,3
1037,"@Theshadeshit91 \nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",sadness,2
1038,went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused,sadness,1
1039,@seantkin @coachella @RomanDanielsXXX @kodyknightXXX I see my 'eliminate the hanging tongue' campaign is a dismal failure.,sadness,1
1040,@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.,sadness,3
1041,*Sigh*  #saddness #afterellen #shitsucks,sadness,3
1042,@Fatumoriginal there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it,sadness,0
1043,@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM,sadness,1
1044,so probably hunger and depression and dissociating equals a weird time anything else,sadness,3
1045,@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time ðŸ˜¢ðŸ»,sadness,2
1046,"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant",sadness,2
1047,"She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio",sadness,0
1048,In need of a serious nap rn,sadness,0
1049,For once I gatherp th strength to not try and drink my pain away. #sober #Fighter #strong #lovely #dreamer,sadness,1
1050,"God just replaced my sadness with laughter, can't go the whole day sad ...",sadness,0
1051,why do i have such a thing for dark curly hAIR,sadness,0
1052,It's just begun ladies and gents. The war on racism has begun. #sadness #Segregation continues.... smh ðŸ˜’,sadness,3
1053,#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...,sadness,0
1054,"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair",sadness,2
1055,@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me ðŸ˜,sadness,0
1056,I have not nap for 3 days in a row I'm very unhappy rn,sadness,3
1057,Need advice on how to get out of this rut!!!! #depressing #needmotivation,sadness,3
1058,"Says to my maw the other day, wanna day sober October way me, she says 'ave mer chance of doing movember son' #classicmoira #glasgow #sober",sadness,0
1059,Cops chillin on pine lakes,sadness,0
1060,Love being made to feel bad about being scared of the dark,sadness,2
1061,@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,sadness,0
1062,Are you serious??,sadness,0
1063,@SheilaCustis We don't expect women to be violent &amp; discourage it. It's really about how we're raising our boys.,sadness,0
1064,i is sad,sadness,3
1065,A pretty dejected FanCam on the way. #SCFC #TBPTV,sadness,2
1066,If you sober better roll another Dutch or if u don't smoke nigga better pour another cup ðŸðŸ¾...,sadness,0
1067,It's been 5 weeks and I still go through depression smh,sadness,3
1068,But God will deliver the righteous to their place of salvation: no evil shall touch themØŒ nor shall they grieve,sadness,0
1069,But right now I'm feeling pretty desolate.,sadness,3
1070,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter ,sadness,2
1071,@VivienLloyd Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow.,sadness,0
1072,"@damiandmusic hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice",sadness,0
1073,This has been the most depressing week full of rain ever lol,sadness,3
1074,Man Southampton will wipe the floor with  west ham on Sunday. So disheartened,sadness,2
1075,@ChipotleTweets Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness,sadness,2
1076,I can't pull myself out of depression,sadness,3
1077,"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night..",sadness,1
1078,@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive.,sadness,3
1079,At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice,sadness,3
1080,| At home sick... ðŸŽ¼The bluesðŸŽ¼ won't cure it so I need ideas ðŸŽ¸ðŸ˜­ | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa,sadness,3
1081,Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n #quotes #worstenemy  #thinktoomuch,sadness,3
1082,"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",sadness,2
1083,I love having such a big family. There's never a dull moment in my house ðŸ˜‚,sadness,0
1084,@JonathanHatfull Iâ€™ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.,sadness,0
1085,Looking nice forward to playing at Paper Dress Vintage in Hackney this evening - get there early as I'll be on at 8pm! @paperdressed #blues,sadness,0
1086,@kerophibian depressing,sadness,3
1087,I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants,sadness,3
1088,@NicKeaney Hope they refuse :( x #depressing,sadness,3
1089,i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer,sadness,3
1090,"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",sadness,1
1091,@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We,sadness,1
1092,Honestly today I just felt like maybe track isn't for me ,sadness,2
1093,Public products: high downhearted price tag consumer survey sum and substance: OVth,sadness,0
1094,It feel like we lost a family memberðŸ™„ðŸ˜‚,sadness,3
1095,Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch,sadness,3
1096,"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",sadness,0
1097,"@AMB4JC @drtonyevans It's our job, the job of people who r still sane,still ok in life, to help the lost to find themselves &amp; love eachother",sadness,0
1098,I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!,sadness,0
1099,"Literally had a guy (a some-would-say-successful guy) tell me 'this ship will sail' kay guy, first, you're working with a sub, last, it sunk",sadness,1
1100,depress ðŸ˜­,sadness,3
1101,How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??,sadness,0
1102,"There's many things I don't care about, and many things I do that I don't speak on because it's such a heaviness even when released...",sadness,2
1103,Who need #beats ? #instrumentals #serious #artists #only ðŸš¨,sadness,0
1104,the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.ðŸ‘½,sadness,2
1105,"Marcos Rojo Marcos Rojo running down the wing. Loved by the blues, feared by the reds",sadness,0
1106,untypical kinda Friday #dull,sadness,2
1107,"@CNN : It's not Fox News, it's Fox Propaganda Network, they're so lost in their lies, that they can't tell the truth, if it hit them in face",sadness,1
1108,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO,sadness,0
1109,"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts",sadness,0
1110,"@PaulJonMilne too grim, too insanely, determined to hurt you from",sadness,2
1111,@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.,sadness,2
1112,So @JeffProbst those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles,sadness,0
1113,"Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark",sadness,1
1114,@BookOfKaells @quennell3_ no blues?!,sadness,0
1115,@MollieTebbatt guess what I'm doing? watching your great grandad sink the titanic..,sadness,0
1116,"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai",sadness,1
1117,Well i did hear once before that girls are attracted to men that look like their dad!  ðŸ‘Œ ,sadness,0
1118,@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.,sadness,0
1119,Don't get discouraged when simple minds don't see your vision,sadness,0
1120,Is that hurting..? [Features get a tad somber while attempting to sense @MischievousTyke's temperature],sadness,0
1121,"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",sadness,2
1122,@khloe_speaks sad music,sadness,2
1123,@ReserveHinata tend to them he's going to get infections. \n\nHe's frowning and looking down as he does this. \nIt must hurt damn.],sadness,1
1124,@AerLingus #business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy customer,sadness,2
1125,"If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?",sadness,1
1126,"@KeithOlbermann depressing how despicable Trump, with no policies, campaigning on bigotry &amp; rancour can be so close, evil immoral disaster",sadness,3
1127,The #pessimist complains about the wind; the #optimist expects it to change; the realist adjusts the sails.' - William Arthur Ward\n#IGNITE,sadness,0
1128,Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.,sadness,3
1129,Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.,sadness,3
1130,@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad,sadness,1
1131,"Long day, kind tweets, our melancholy, @DownFrontArtist defeats.",sadness,2
1132,Just put the winter duvet on â˜ƒï¸â„ï¸ðŸŒ¬â˜”ï¸ #serious,sadness,0
1133,my life in one word is depressing,sadness,3
1134,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",sadness,3
1135,"Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/",sadness,2
1136,I'm looking for a good promoter #rock #blues,sadness,0
1137,"Niggas murking in each other. In murky water, I try to swim.",sadness,1
1138,"@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either.",sadness,1
1139,Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching,sadness,3
1140,Just reached 10k followers - WOW - thanks blues #mcfc #ctid,sadness,0
1141,"This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!",sadness,2
1142,You forever straight so fix that frown u goodðŸ˜‡ @amayyaaag__,sadness,0
1143,@bolain_branden @GrimsToyShow grim should find broken Matt hardy because he can delete everything lol,sadness,0
1144,Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues,sadness,0
1145,"the waitress recognised me from last time i was in there moping, after my interview haha",sadness,1
1146,"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad",sadness,3
1147,Refuse to let myself get discouraged.,sadness,0
1148,"Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday nightðŸ˜‚",sadness,0
1149,@MiSSLiNDZO no. ðŸ˜­ the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,sadness,2
1150,@Gaychel22 @Kellee_II @seattlepi even hard facts don't seem to be sinking in... I despair ðŸ˜©,sadness,3
1151,The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround,sadness,0
1152,Feels grim not having your nails done,sadness,2
1153,I sulk too much for my own good.,sadness,3
1154,I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,sadness,3
1155,With loyal heart is concerned. #somber,sadness,3
1156,I'm buying art supplies and I'm debating how serious is it to buy acrylic paint.,sadness,0
1157,@macmacm43 jeezus God ,sadness,0
1158,Trial result #sadness,sadness,3
1159,"Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2",sadness,2
1160,"oh, btw - after a 6 month depression-free time I got a relapse now... superb ",sadness,3
